"","geo_id","NAME","lon","lat","pop_density","pop_dens_log","density_label"
"57","1400000US36081098100","981",-73.8170800258078,40.7989952669956,4042.57872627798,8.30488540218138,2
"58","1400000US36081098700","987",-73.8070841014568,40.7965143200541,4800.74655912726,8.47673499719747,2
"59","1400000US36081099100","991",-73.7989112523111,40.792209583583,11564.3921372017,9.3557724813282,3
"60","1400000US36055013300","133",-77.6722207248696,42.980556706142,112.880889290387,4.73515307139223,1
"61","1400000US36065026700","267",-75.7777102499586,43.2344189755279,54.7711626509577,4.02125693743103,1
"62","1400000US36055009605","96.05",-77.6410865844041,43.1604346795446,6286.65175701758,8.7463429504217,2
"63","1400000US36055001600","16",-77.5912564757693,43.1728355174098,8295.56727641558,9.02359712708166,2
"64","1400000US36055011712","117.12",-77.4556312305782,43.0658410263621,2303.68951823974,7.74270124711276,2
"65","1400000US36055011711","117.11",-77.4371340212697,43.0662692241436,2171.70552359688,7.68372845501112,2
"66","1400000US36081099200","992",-73.7670114939476,40.5926675579164,11720.0378859722,9.36914061603365,3
"67","1400000US36047080800","808",-73.9394864058528,40.6573033273755,16666.4641511395,9.72121384366581,3
"68","1400000US36081099900","999",-73.7767241175537,40.7916053668427,0,0,1
"69","1400000US36047123700","1237",-73.9567404313203,40.6967383809942,75114.2039073873,11.2267782660956,3
"70","1400000US36081112300","1123",-73.7712452541109,40.7662919629367,23166.5297705762,10.0505069984746,3
"71","1400000US36081109700","1097",-73.777313106025,40.7703466279106,10792.8849298215,9.28673504255307,3
"72","1400000US36081109900","1099",-73.7864942912994,40.7679453038791,23643.240053946,10.0708748147411,3
"73","1400000US36081112900","1129",-73.7768169434254,40.7654009134806,16701.3930633589,9.7233072853459,3
"74","1400000US36081113900","1139",-73.7906266006135,40.7642305425346,26245.711305256,10.1752959765618,3
"75","1400000US36081114100","1141",-73.7966894908878,40.7690969210117,14484.8291217094,9.58092614858666,3
"76","1400000US36033950601","9506.01",-74.1449891002216,44.7024938810829,4.62903483857606,1.72793799558621,1
"77","1400000US36033951400","9514",-74.2462007378811,44.7819960228458,72.4349519883973,4.29640000740834,1
"78","1400000US36033950301","9503.01",-74.4960140848439,44.8334647227907,58.6555502770717,4.08858719160961,1
"79","1400000US36033951300","9513",-74.4837774409833,44.7338907384263,18.5553269750931,2.97324772885997,1
"80","1400000US36033952000","9520",-74.1630099199127,44.9271501134022,37.2831851457275,3.64501076964699,1
"81","1400000US36033950701","9507.01",-74.4326034109262,44.4943348255504,3.94820227531809,1.59902433391255,1
"82","1400000US36081029100","291",-73.8951993452129,40.7513358374294,64255.8303521493,11.0706433060899,3
"83","1400000US36081029300","293",-73.899483007445,40.7519326536185,18910.9339591849,9.84754842819385,3
"84","1400000US36081029500","295",-73.9067306344918,40.755998024937,51695.6086606688,10.8531474618395,3
"85","1400000US36081029700","297",-73.9030014580742,40.7586829273908,12221.1911184223,9.41100852257874,3
"86","1400000US36081028700","287",-73.889435910034,40.7509653737133,88665.2182546439,11.3926342418045,3
"87","1400000US36081028900","289",-73.8919022129592,40.7512784685355,73999.6492769659,11.2118291461609,3
